timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,TimeLine
1614697535018,0,dummy origin,200,OK,Csae 1 1-1,text,true,,114,0,1,1,null,0,0,0,0
1614697535080,269,load root,200,OK,Csae 1 1-1,text,true,,2433,357,1,1,https://192.168.78.11/dcim/,195,0,187,62
1614697535080,197,load root-0,301,Moved Permanently,Csae 1 1-1,text,true,,458,116,1,1,https://192.168.78.11/,195,0,187,62
1614697535278,29,load root-1,301,Moved Permanently,Csae 1 1-1,text,true,,459,120,1,1,https://192.168.78.11/dcim,29,0,0,260
1614697535308,41,load root-2,200,OK,Csae 1 1-1,text,true,,1516,121,1,1,https://192.168.78.11/dcim/,41,0,0,290
1614697535354,28,runtime-es2015.js,200,OK,Csae 1 1-1,text,true,,9722,138,1,1,https://192.168.78.11/dcim/runtime-es2015.js,28,0,0,336
1614697535385,52,polyfills-es2015.js,200,OK,Csae 1 1-1,text,true,,751643,140,1,1,https://192.168.78.11/dcim/polyfills-es2015.js,10,0,0,367
1614697535439,168,styles-es2015.js,200,OK,Csae 1 1-1,text,true,,3832932,137,1,1,https://192.168.78.11/dcim/styles-es2015.js,35,0,0,421
1614697535609,256,vendor-es2015.js,200,OK,Csae 1 1-1,text,true,,8396977,137,1,1,https://192.168.78.11/dcim/vendor-es2015.js,12,0,0,591
1614697535866,7,main-es2015.js,200,OK,Csae 1 1-1,text,true,,153103,135,1,1,https://192.168.78.11/dcim/main-es2015.js,3,0,0,848
1614697535874,2,1-es2015.js,200,OK,Csae 1 1-1,text,true,,11309,132,1,1,https://192.168.78.11/dcim/1-es2015.js,2,0,0,856
1614697535352,513,dcim embedded,200,"Number of samples in transaction : 6, number of failing samples : 0",Csae 1 1-1,,true,,13155686,819,1,1,null,90,12,0,334
1614697535954,91,models,401,,Csae 1 1-1,text,false,,342,168,1,1,https://192.168.78.11/dcTrackApp/api/v1/models?gcsr=0.6579898033239465,90,0,0,936
1614697536058,168,users,302,Found,Csae 1 1-1,text,true,,1028,145,1,1,https://192.168.78.11/users?gcsr=0.7952179541164099,168,0,0,1040
1614697536233,26,pages-pages-module-es2015.js,200,OK,Csae 1 1-1,text,true,,721245,626,1,1,https://192.168.78.11/dcim/pages-pages-module-es2015.js,4,0,0,1215
1614697535877,285,load data,,"Number of samples in transaction : 3, number of failing samples : 1",Csae 1 1-1,,false,,722615,939,1,1,null,262,97,0,859
1614697536261,790,logout,200,OK,Csae 1 1-1,text,true,,691596,2532,1,1,https://192.168.78.11/login/login?redir=%2Fdcim%2F,29,0,0,1243
1614697536261,29,logout-0,302,Found,Csae 1 1-1,text,true,,1276,622,1,1,https://192.168.78.11/login/logout?redir=%2Fdcim%2F,29,0,0,1243
1614697536291,303,logout-1,200,OK,Csae 1 1-1,text,true,,94083,621,1,1,https://192.168.78.11/login/login?redir=%2Fdcim%2F,297,0,0,1273
1614697536658,24,logout-2,200,OK,Csae 1 1-1,text,true,,162489,642,1,1,https://192.168.78.11/assets/login-9d5befbb3ef0093836c4ceed4be3296b30c78bdc6acc8c59d8cd418047f90d66.css,19,0,0,1640
1614697537029,22,logout-3,200,OK,Csae 1 1-1,text,true,,433748,647,1,1,https://192.168.78.11/assets/application-a2cffd1302fd95d8e06fbdf734512a9d4a300e322368812c1b0e14737c75771c.js,11,0,0,2011
1614697537418,47,accessLevel,403,,Csae 1 1-1,text,false,,284,592,1,1,https://192.168.78.11/dcTrackApp/api/user/accessLevel,47,0,26,2400
1614697537467,31,sunbird-login-bg.jpg,200,OK,Csae 1 1-1,bin,true,,687735,668,1,1,https://192.168.78.11/assets/raritan_assets/sunbird-login-bg-cfcde8aba14a2957fa25808c60c88d68d20c7d694dce2fb1392fd806c0d46459.jpg,12,0,0,2449
1614697537500,6,sunbird-logo-white.png,200,OK,Csae 1 1-1,bin,true,,10090,670,1,1,https://192.168.78.11/assets/raritan_assets/sunbird-logo-white-7ec124f9162fab9ec2744d9284eb21e22d9d0fb679939b5c0f586d9735579d4a.png,6,0,0,2482
1614697537508,40,fontawesome-webfont.woff2,200,OK,Csae 1 1-1,text,true,,77507,679,1,1,https://192.168.78.11/assets/font-awesome/fontawesome-webfont-2adefcbc041e7d18fcf2d417879dc5a09997aa64d675b7a3c4b6ce33da13f3fe.woff2?v=4.7.0,37,0,0,2490
1614697537550,41,Roboto-Regular.ttf,200,OK,Csae 1 1-1,text,true,,163224,658,1,1,https://192.168.78.11/assets/Roboto/Roboto-Regular-f0e5a21bf5c95e4c1bce2be98a3656ebcc6d42a21f41c4e3ebf69dd815702e54.ttf,32,0,0,2532
1614697537466,118,load root page resource,200,"Number of samples in transaction : 4, number of failing samples : 0",Csae 1 1-1,,true,,938556,2675,1,1,null,87,7,0,2448
1614697537592,153,login,200,OK,Csae 1 1-1,text,true,,2955,1618,1,1,https://192.168.78.11/dcim/,148,0,0,2574
1614697537592,148,login-0,302,Found,Csae 1 1-1,text,true,,1439,849,1,1,https://192.168.78.11/login/login,148,0,0,2574
1614697537742,3,login-1,200,OK,Csae 1 1-1,text,true,,1516,769,1,1,https://192.168.78.11/dcim/,3,0,0,2724
1614697537747,3,runtime-es2015.js,200,OK,Csae 1 1-1,text,true,,9722,786,1,1,https://192.168.78.11/dcim/runtime-es2015.js,3,0,0,2729
1614697537752,21,polyfills-es2015.js,200,OK,Csae 1 1-1,text,true,,751643,788,1,1,https://192.168.78.11/dcim/polyfills-es2015.js,1,0,0,2734
1614697537774,44,styles-es2015.js,200,OK,Csae 1 1-1,text,true,,3832932,785,1,1,https://192.168.78.11/dcim/styles-es2015.js,2,0,0,2756
1614697537819,81,vendor-es2015.js,200,OK,Csae 1 1-1,text,true,,8396977,785,1,1,https://192.168.78.11/dcim/vendor-es2015.js,2,0,0,2801
1614697537901,5,main-es2015.js,200,OK,Csae 1 1-1,text,true,,153103,783,1,1,https://192.168.78.11/dcim/main-es2015.js,1,0,0,2883
1614697537907,1,1-es2015.js,200,OK,Csae 1 1-1,text,true,,11309,780,1,1,https://192.168.78.11/dcim/1-es2015.js,1,0,0,2889
1614697537746,155,dcim embedded,200,"Number of samples in transaction : 6, number of failing samples : 0",Csae 1 1-1,,true,,13155686,4707,1,1,null,10,8,0,2728
1614697535020,2330,"Login 01 (sign in, load resource)",,"Number of samples in transaction : 26, number of failing samples : 2",Csae 1 1-1,,false,,28669811,14239,1,1,null,868,559,213,2
1614697537917,215,models,200,,Csae 1 1-1,text,true,,602,816,1,1,https://192.168.78.11/dcTrackApp/api/v1/models?gcsr=0.3235111470929025,215,0,0,2899
1614697538148,178,users,302,Found,Csae 1 1-1,text,true,,1346,842,1,1,https://192.168.78.11/users?gcsr=0.3972989720244422,178,0,0,3130
1614697538343,8,pages-pages-module-es2015.js,200,OK,Csae 1 1-1,text,true,,721245,871,1,1,https://192.168.78.11/dcim/pages-pages-module-es2015.js?gcsr=0.19138459685019293,2,0,0,3325
1614697538352,193,user_href,200,OK,Csae 1 1-1,text,true,,30729,820,1,1,https://192.168.78.11/users/1,193,0,0,3334
1614697538561,90,checkSession,200,,Csae 1 1-1,text,true,,478,973,1,1,https://192.168.78.11/dcTrackApp/api/user/checkSession?cleanCache=true,90,0,0,3543
1614697537909,684,load user data,200,"Number of samples in transaction : 5, number of failing samples : 0",Csae 1 1-1,,true,,754400,4322,1,1,null,678,59,0,2891
1614697538654,57,accessLevel,200,,Csae 1 1-1,text,true,,447,956,1,1,https://192.168.78.11/dcTrackApp/api/user/accessLevel,57,0,0,3636
1614697538714,365,headerMenu,200,,Csae 1 1-1,text,true,,2191,958,1,1,https://192.168.78.11/dcTrackApp/api/v2/rbac/headerMenu,365,0,0,3696
1614697539082,17,accessLevel,200,,Csae 1 1-1,text,true,,447,956,1,1,https://192.168.78.11/dcTrackApp/api/user/accessLevel,17,0,0,4064
1614697539101,99,default_location,200,,Csae 1 1-1,text,true,,348,961,1,1,https://192.168.78.11/dcTrackApp/api/user/default_location,98,0,0,4083
1614697539202,119,APPLICATION_SETTING/0,200,,Csae 1 1-1,text,true,,906,981,1,1,https://192.168.78.11/dcTrackApp/api/v2/settings/dctrack/APPLICATION_SETTING/0,119,0,0,4184
1614697539324,28,mmltEnabled,200,,Csae 1 1-1,text,true,,329,971,1,1,https://192.168.78.11/dcTrackApp/api/v2/settings/dctrack/mmltEnabled,28,0,0,4306
1614697539354,56,permissions,200,,Csae 1 1-1,text,true,,1095,959,1,1,https://192.168.78.11/dcTrackApp/api/v2/rbac/permissions,56,0,0,4336
1614697539413,168,preferences,200,OK,Csae 1 1-1,text,true,,1865,944,1,1,https://192.168.78.11/users/1/preferences,168,0,0,4395
1614697538652,909,load data,200,"Number of samples in transaction : 8, number of failing samples : 0",Csae 1 1-1,,true,,7628,7686,1,1,null,908,21,0,3634
1614697537909,1593,Login 03 (load resource & login user),200,"Number of samples in transaction : 14, number of failing samples : 0",Csae 1 1-1,,true,,762028,12008,1,1,null,1586,80,0,2891
1614697539584,40,sunbird-dctrack-light.png,200,OK,Csae 1 1-1,bin,true,,5448,962,1,1,https://192.168.78.11/dcim/assets/sunbird-dctrack-light.png,40,0,19,4566
1614697539625,67,logo.image,200,OK,Csae 1 1-1,text,true,,358,954,1,1,https://192.168.78.11/user_content/logos/logo.image,67,0,0,4607
1614697539694,3,roboto-v20-latin-regular.woff2,200,OK,Csae 1 1-1,text,true,,16087,960,1,1,https://192.168.78.11/dcim/roboto-v20-latin-regular.woff2,3,0,0,4676
1614697539699,2,fontawesome-webfont.woff2,200,OK,Csae 1 1-1,text,true,,77507,1043,1,1,https://192.168.78.11/assets/font-awesome/fontawesome-webfont-2adefcbc041e7d18fcf2d417879dc5a09997aa64d675b7a3c4b6ce33da13f3fe.woff2?v=4.7.0,2,0,0,4681
1614697539692,5,woff,200,"Number of samples in transaction : 2, number of failing samples : 0",Csae 1 1-1,,true,,93594,2003,1,1,null,5,4,0,4674
1614697539702,761,app,200,OK,Csae 1 1-1,text,true,,11578675,8493,1,1,https://192.168.78.11/app/,12,0,0,4684
1614697539702,12,app-0,200,OK,Csae 1 1-1,text,true,,1338,929,1,1,https://192.168.78.11/app/,12,0,0,4684
1614697539716,2,app-1,200,OK,Csae 1 1-1,text,true,,330,946,1,1,https://192.168.78.11/app/main.42b6269d.css,2,0,0,4698
1614697539719,3,app-2,200,OK,Csae 1 1-1,text,true,,154129,939,1,1,https://192.168.78.11/app/vendor.css,2,0,0,4701
1614697539821,6,app-3,200,OK,Csae 1 1-1,text,true,,433790,937,1,1,https://192.168.78.11/app/dark.css,4,0,0,4803
1614697540095,11,app-4,200,OK,Csae 1 1-1,text,true,,433808,938,1,1,https://192.168.78.11/app/light.css,9,0,0,5077
1614697540358,40,app-5,200,OK,Csae 1 1-1,text,true,,4319583,945,1,1,https://192.168.78.11/app/main.42b6269d.js,2,0,0,5340
1614697540398,54,app-6,200,OK,Csae 1 1-1,text,true,,6234781,954,1,1,https://192.168.78.11/app/vendor.42b6269d.bundle.js,2,0,0,5380
1614697540452,2,app-7,200,OK,Csae 1 1-1,text,true,,458,952,1,1,https://192.168.78.11/app/dark.42b6269d.bundle.js,2,0,0,5434
1614697540455,8,app-8,200,OK,Csae 1 1-1,text,true,,458,953,1,1,https://192.168.78.11/app/light.42b6269d.bundle.js,8,0,0,5437
1614697540464,145,eventCount,200,,Csae 1 1-1,text,true,,376,974,1,1,https://192.168.78.11/dcTrackApp/api/v2/events/eventCount?status=active,145,0,0,5446
1614697539582,1018,Login 04 (load main page),200,"Number of samples in transaction : 7, number of failing samples : 0",Csae 1 1-1,,true,,11678451,13386,1,1,null,269,9,19,4564
1614697540611,6,common-en-US.json,200,OK,Csae 1 1-1,text,true,,52141,966,1,1,https://192.168.78.11/app/scripts/static/i18n/common-en-US.json,6,0,0,5593
1614697540619,1,labels.json,200,OK,Csae 1 1-1,text,true,,18577,955,1,1,https://192.168.78.11/app/scripts/static/labels.json,1,0,0,5601
1614697540632,27,policies,200,,Csae 1 1-1,text,true,,310,974,1,1,https://192.168.78.11/dcTrackApp/api/v2/policies?_dc=0.8610318293633235,27,0,0,5614
1614697540669,34,list,200,,Csae 1 1-1,text,true,,327,983,1,1,https://192.168.78.11/dcTrackApp/api/v2/expressions/list?_dc=0.41786010313495703,34,0,0,5651
1614697540716,70,ALL_LKS,200,,Csae 1 1-1,text,true,,27598,995,1,1,https://192.168.78.11/dcTrackApp/api/v2/dcimoperations/lookups/ALL_LKS?_dc=0.462315040183334,70,0,0,5698
1614697540801,82,netmasks,200,,Csae 1 1-1,text,true,,1339,982,1,1,https://192.168.78.11/dcTrackApp/api/v2/lookups/netmasks?_dc=0.3825251481664088,82,0,0,5783
1614697540897,84,locationLevel/2,200,,Csae 1 1-1,text,true,,4719,1018,1,1,https://192.168.78.11/dcTrackApp/api/v2/dcimoperations/lookups/DC_LOCATION/0/locationLevel/2?_dc=0.9738641942180185,83,0,0,5879
1614697540995,44,ALL_LKU,200,,Csae 1 1-1,text,true,,33685,996,1,1,https://192.168.78.11/dcTrackApp/api/v2/dcimoperations/lookups/ALL_LKU?_dc=0.6428749125205818,44,0,0,5977
1614697541057,45,MAKE,200,,Csae 1 1-1,text,true,,16495,994,1,1,https://192.168.78.11/dcTrackApp/api/v2/dcimoperations/lookups/MAKE?_dc=0.08450629715920877,44,0,0,6039
1614697541115,80,ALL_CUSTOM,200,,Csae 1 1-1,text,true,,57759,999,1,1,https://192.168.78.11/dcTrackApp/api/v2/dcimoperations/lookups/ALL_CUSTOM?_dc=0.8286641439586371,77,0,0,6097
1614697541212,29,USER,200,,Csae 1 1-1,text,true,,1713,993,1,1,https://192.168.78.11/dcTrackApp/api/v2/dcimoperations/lookups/USER?_dc=0.6813565523744307,29,0,0,6194
1614697541251,27,USER_GROUP,200,,Csae 1 1-1,text,true,,556,1000,1,1,https://192.168.78.11/dcTrackApp/api/v2/dcimoperations/lookups/USER_GROUP?_dc=0.21094490461848325,27,0,0,6233
1614697541288,313,PROJECT_NUMBER,200,,Csae 1 1-1,text,true,,640,1005,1,1,https://192.168.78.11/dcTrackApp/api/v2/dcimoperations/lookups/PROJECT_NUMBER?_dc=0.012901655306008175,313,0,0,6270
1614697541613,51,CONTRACT_NUMBER,200,,Csae 1 1-1,text,true,,341,1004,1,1,https://192.168.78.11/dcTrackApp/api/v2/dcimoperations/lookups/CONTRACT_NUMBER?_dc=0.4815700054070565,50,0,16,6595
1614697541195,420,get users information,200,"Number of samples in transaction : 4, number of failing samples : 0",Csae 1 1-1,,true,,3250,4002,1,1,null,419,49,16,6177
1614697541675,28,connectors?typeName=Data,200,,Csae 1 1-1,text,true,,19419,999,1,1,https://192.168.78.11/dcTrackApp/api/v2/lookups/connectors?typeName=Data&_dc=0.08720030793843747,27,0,0,6657
1614697541712,17,connectors?typeName=Power,200,,Csae 1 1-1,text,true,,41992,1000,1,1,https://192.168.78.11/dcTrackApp/api/v2/lookups/connectors?typeName=Power&_dc=0.21318090359557174,17,0,0,6694
1614697541738,16,connectors?typeName=Breaker (DC),200,,Csae 1 1-1,text,true,,1662,1011,1,1,https://192.168.78.11/dcTrackApp/api/v2/lookups/connectors?typeName=Breaker+%28DC%29&_dc=0.40483689910361453,16,0,0,6720
1614697541762,10,connectors?typeName=Power (DC),200,,Csae 1 1-1,text,true,,654,1009,1,1,https://192.168.78.11/dcTrackApp/api/v2/lookups/connectors?typeName=Power+%28DC%29&_dc=0.03046297244823537,10,0,0,6744
1614697541780,24,phaseLegMap?portType=20003,200,,Csae 1 1-1,text,true,,1049,999,1,1,https://192.168.78.11/dcTrackApp/api/v1/models/phaseLegMap?portType=20003&_dc=0.5631582946065603,24,0,0,6762
1614697541814,15,phaseLegMap?portType=20002,200,,Csae 1 1-1,text,true,,681,996,1,1,https://192.168.78.11/dcTrackApp/api/v1/models/phaseMap?portType=20002&_dc=0.8445302633094215,15,0,0,6796
1614697541838,17,phaseLegMap?portType=20003,200,,Csae 1 1-1,text,true,,790,996,1,1,https://192.168.78.11/dcTrackApp/api/v1/models/phaseMap?portType=20003&_dc=0.9445357697392105,17,0,0,6820
1614697541862,15,phaseLegMap?portType=20001,200,,Csae 1 1-1,text,true,,531,996,1,1,https://192.168.78.11/dcTrackApp/api/v1/models/phaseMap?portType=20001&_dc=0.6081103550454994,15,0,0,6844
1614697541886,27,voltsMap?portType=20002,200,,Csae 1 1-1,text,true,,1373,996,1,1,https://192.168.78.11/dcTrackApp/api/v1/models/voltsMap?portType=20002&_dc=0.6804019671353053,27,0,0,6868
1614697541923,100,voltsMap?portType=20003,200,,Csae 1 1-1,text,true,,240124,997,1,1,https://192.168.78.11/dcTrackApp/api/v1/models/voltsMap?portType=20003&_dc=0.10477603722479056,93,0,0,6905
1614697542036,18,voltsMap?portType=20001,200,,Csae 1 1-1,text,true,,1122,997,1,1,https://192.168.78.11/dcTrackApp/api/v1/models/voltsMap?portType=20001&_dc=0.19371720554224192,18,0,0,7018
1614697542063,15,voltsDDL?portType=20002&inletPhaseCode=-1&inletVoltsCode=-1&outletPhaseCode=-1&outletPhaseLegCode=-1&modelSubClassCode=5001,200,,Csae 1 1-1,text,true,,663,1096,1,1,https://192.168.78.11/dcTrackApp/api/v1/models/voltsDDL?portType=20002&inletPhaseCode=-1&inletVoltsCode=-1&outletPhaseCode=-1&outletPhaseLegCode=-1&modelSubClassCode=5001&_dc=0.8464787336474979,14,0,0,7045
1614697542085,13,/voltsDDL?portType=20002&inletPhaseCode=-1&inletVoltsCode=-1&outletPhaseCode=-1&outletPhaseLegCode=-1&modelSubClassCode=2102,200,,Csae 1 1-1,text,true,,334,1096,1,1,https://192.168.78.11/dcTrackApp/api/v1/models/voltsDDL?portType=20002&inletPhaseCode=-1&inletVoltsCode=-1&outletPhaseCode=-1&outletPhaseLegCode=-1&modelSubClassCode=2102&_dc=0.7100481439006132,13,0,0,7067
1614697542105,10,phaseDDL?portType=20002&inletPhaseCode=-1&modelSubClassCode=5001,200,,Csae 1 1-1,text,true,,476,1037,1,1,https://192.168.78.11/dcTrackApp/api/v1/models/phaseDDL?portType=20002&inletPhaseCode=-1&modelSubClassCode=5001&_dc=0.4163692481624862,10,0,0,7087
1614697542123,13,phaseDDL?portType=20002&inletPhaseCode=-1&modelSubClassCode=2103,200,,Csae 1 1-1,text,true,,347,1038,1,1,https://192.168.78.11/dcTrackApp/api/v1/models/phaseDDL?portType=20002&inletPhaseCode=-1&modelSubClassCode=2103&_dc=0.30194462157159097,12,0,0,7105
1614697542143,10,phaseDDL?portType=20003&inletPhaseCode=-1&modelSubClassCode=2103,200,,Csae 1 1-1,text,true,,398,1036,1,1,https://192.168.78.11/dcTrackApp/api/v1/models/phaseDDL?portType=20003&inletPhaseCode=-1&modelSubClassCode=2103&_dc=0.645254733330022,10,0,0,7125
1614697542154,2,font-awesome.json,200,OK,Csae 1 1-1,text,true,,35766,961,1,1,https://192.168.78.11/app/scripts/static/font-awesome.json,2,0,0,7136
1614697542164,50,locationDropdown?listType=itemFilter,200,,Csae 1 1-1,text,true,,5522,1007,1,1,https://192.168.78.11/dcTrackApp/api/v2/rbac/locationDropdown?listType=itemFilter&_dc=0.9187558260762038,50,0,0,7146
1614697542227,27,20000,200,,Csae 1 1-1,text,true,,1014,1000,1,1,https://192.168.78.11/dcTrackApp/api/v2/dcimoperations/lookups/cord/20000?_dc=0.07758160795727831,27,0,0,7209
1614697542266,18,30000,200,,Csae 1 1-1,text,true,,2366,999,1,1,https://192.168.78.11/dcTrackApp/api/v2/dcimoperations/lookups/cord/30000?_dc=0.8460350680593566,17,0,0,7248
1614697542293,20,CONNECTOR_ATTRIBUTE,200,,Csae 1 1-1,text,true,,661,1008,1,1,https://192.168.78.11/dcTrackApp/api/v2/dcimoperations/lookups/CONNECTOR_ATTRIBUTE?_dc=0.8847104926852088,19,0,0,7275
1614697542321,24,CORD_TYPE,200,,Csae 1 1-1,text,true,,1327,998,1,1,https://192.168.78.11/dcTrackApp/api/v2/dcimoperations/lookups/CORD_TYPE?_dc=0.5424703772265197,24,0,0,7303
1614697542357,17,BUDGET_STATUS,200,,Csae 1 1-1,text,true,,434,1002,1,1,https://192.168.78.11/dcTrackApp/api/v2/dcimoperations/lookups/BUDGET_STATUS?_dc=0.9782551734816373,17,0,0,7339
1614697542385,23,ALL_PARTS_ACTION,200,,Csae 1 1-1,text,true,,715,1005,1,1,https://192.168.78.11/dcTrackApp/api/v2/dcimoperations/lookups/ALL_PARTS_ACTION?_dc=0.4906974030480704,23,0,0,7367
1614697541664,529,get contrast data,200,"Number of samples in transaction : 24, number of failing samples : 0",Csae 1 1-1,,true,,359420,24279,1,1,null,517,215,0,6646
1614697542410,19,dashboard-en-US.json,200,OK,Csae 1 1-1,text,true,,14364,969,1,1,https://192.168.78.11/app/scripts/static/i18n/dashboard-en-US.json,19,0,0,7392
1614697542431,2,permission-en-US.json,200,OK,Csae 1 1-1,text,true,,1382,970,1,1,https://192.168.78.11/app/scripts/static/i18n/permission-en-US.json,2,0,0,7413
1614697542435,5,labels.json,200,OK,Csae 1 1-1,text,true,,18577,955,1,1,https://192.168.78.11/app/scripts/static/labels.json,5,0,0,7417
1614697542408,26,format,200,"Number of samples in transaction : 3, number of failing samples : 0",Csae 1 1-1,,true,,34323,2894,1,1,null,26,6,0,7390
1614697542449,728,folders,200,OK,Csae 1 1-1,text,true,,45366,966,1,1,https://192.168.78.11/dashboardr/folders?_dc=0.7138033857119157,728,0,0,7431
1614697543180,32,sunbird-dctrack-light.png,200,OK,Csae 1 1-1,bin,true,,5448,968,1,1,https://192.168.78.11/app/assets/images/sunbird-dctrack-light.png,32,0,0,8162
1614697543214,57,roboto-v20-latin-500.woff2,200,OK,Csae 1 1-1,text,true,,16223,968,1,1,https://192.168.78.11/app/assets/fonts/roboto-v20-latin-500.woff2,57,0,0,8196
1614697543272,41,fontawesome-webfont.woff2,200,OK,Csae 1 1-1,text,true,,77512,967,1,1,https://192.168.78.11/app/assets/fonts/fontawesome-webfont.woff2,41,0,0,8254
1614697543314,3,roboto-v20-latin-regular.woff2,200,OK,Csae 1 1-1,text,true,,16087,972,1,1,https://192.168.78.11/app/assets/fonts/roboto-v20-latin-regular.woff2,3,0,0,8296
1614697543318,3,roboto-v20-latin-italic.woff2,200,OK,Csae 1 1-1,text,true,,17675,971,1,1,https://192.168.78.11/app/assets/fonts/roboto-v20-latin-italic.woff2,3,0,0,8300
1614697543212,104,woff,200,"Number of samples in transaction : 4, number of failing samples : 0",Csae 1 1-1,,true,,127497,3878,1,1,null,104,5,0,8194
1614697543331,460,widgets,200,OK,Csae 1 1-1,text,true,,33086,974,1,1,https://192.168.78.11/dashboardr/folders/widgets?_dc=0.7598787798796477,459,0,0,8313
1614697543837,49,portlets,200,OK,Csae 1 1-1,text,true,,2969,980,1,1,https://192.168.78.11/dashboardr/dashboards/1/portlets?_dc=0.5454650000594168,49,0,12,8819
1614697543888,23,roboto-v20-latin-700.woff2,200,OK,Csae 1 1-1,text,true,,16167,968,1,1,https://192.168.78.11/app/assets/fonts/roboto-v20-latin-700.woff2,23,0,0,8870
1614697540610,2844,Login 02 (load resource & user accounts),200,"Number of samples in transaction : 54, number of failing samples : 0",Csae 1 1-1,,true,,840476,49771,1,1,null,2825,458,28,5592
1614697543974,213,dashboardr/chart_widgets/4,200,OK,parallel bzm - Parallel Controller,text,true,,2528,974,6,1,https://192.168.78.11/dashboardr/chart_widgets/4?_dc=0.5479811679577259,213,0,19,8956
1614697543971,339,dashboardr/chart_widgets/5,200,OK,parallel bzm - Parallel Controller,text,true,,8373,975,5,1,https://192.168.78.11/dashboardr/chart_widgets/5?_dc=0.20686618034822246,339,0,30,8953
1614697543971,378,dashboardr/chart_widgets/3,200,OK,parallel bzm - Parallel Controller,text,true,,10416,974,4,1,https://192.168.78.11/dashboardr/chart_widgets/3?_dc=0.4576990779088773,378,0,16,8953
1614697543980,425,dashboardr/chart_widgets/1,200,OK,parallel bzm - Parallel Controller,text,true,,8472,974,3,1,https://192.168.78.11/dashboardr/chart_widgets/1?_dc=0.7897420018267163,425,0,26,8962
1614697543963,446,dashboardr/chart_widgets/2,200,OK,parallel bzm - Parallel Controller,text,true,,8522,975,2,1,https://192.168.78.11/dashboardr/chart_widgets/2?_dc=0.36667009878342105,446,0,29,8945
1614697543971,490,dashboardr/chart_widgets/73,200,OK,parallel bzm - Parallel Controller,text,true,,12547,975,1,1,https://192.168.78.11/dashboardr/chart_widgets/73?_dc=0.9750642871547406,490,0,19,8953
1614697544481,208,dashboardr/chart_widgets/7,200,OK,parallel bzm - Parallel Controller,text,true,,8336,974,4,1,https://192.168.78.11/dashboardr/chart_widgets/7?_dc=0.5742405791088662,208,0,19,9463
1614697544481,229,dashboardr/chart_widgets/72,200,OK,parallel bzm - Parallel Controller,text,true,,8840,975,3,1,https://192.168.78.11/dashboardr/chart_widgets/72?_dc=0.7765539612638321,229,0,14,9463
1614697544481,370,dashboardr/chart_widgets/9,200,OK,parallel bzm - Parallel Controller,text,true,,11198,973,2,1,https://192.168.78.11/dashboardr/chart_widgets/9?_dc=0.268699692149882,370,0,16,9463
1614697544483,807,dashboardr/chart_widgets/6,200,OK,parallel bzm - Parallel Controller,text,true,,9894,974,1,1,https://192.168.78.11/dashboardr/chart_widgets/6?_dc=0.3198363717632067,807,0,21,9465
1614697543912,3905,load widget,200,"Number of samples in transaction : 2, number of failing samples : 0",parallel bzm - Parallel Controller,,true,,89126,9743,1,1,null,3905,-2525,209,8894
1614697545300,97,dashboardr/parameters/58,200,OK,parallel load data - Parallel Controller,text,true,,3849,1202,6,1,https://192.168.78.11/dashboardr/parameters/58,97,0,27,10282
1614697545300,136,dashboardr/parameters/9,200,OK,parallel load data - Parallel Controller,text,true,,2118,1158,5,1,https://192.168.78.11/dashboardr/parameters/9,136,0,24,10282
1614697545312,178,dashboardr/parameters/58,200,OK,parallel load data - Parallel Controller,text,true,,3849,1202,4,1,https://192.168.78.11/dashboardr/parameters/58,178,0,18,10294
1614697545300,578,dashboardr/chart_widgets/1/data,200,OK,parallel load data - Parallel Controller,text,true,,4897,1570,3,1,https://192.168.78.11/dashboardr/chart_widgets/1/data,578,0,20,10282
1614697545300,4059,dashboardr/chart_widgets/73/data,200,OK,parallel load data - Parallel Controller,text,true,,36410,1813,2,1,https://192.168.78.11/dashboardr/chart_widgets/73/data,4059,0,18,10282
1614697551758,0,dummy origin,200,OK,Csae 1 1-2,text,true,,114,0,2,2,null,0,0,0,16740
1614697551760,15,load root,200,OK,Csae 1 1-2,text,true,,2433,357,2,2,https://192.168.78.11/dcim/,14,0,13,16742
1614697551760,14,load root-0,301,Moved Permanently,Csae 1 1-2,text,true,,458,116,2,2,https://192.168.78.11/,14,0,13,16742
1614697551774,1,load root-1,301,Moved Permanently,Csae 1 1-2,text,true,,459,120,2,2,https://192.168.78.11/dcim,1,0,0,16756
1614697551775,0,load root-2,200,OK,Csae 1 1-2,text,true,,1516,121,2,2,https://192.168.78.11/dcim/,0,0,0,16757
1614697551776,1,runtime-es2015.js,200,OK,Csae 1 1-2,text,true,,9722,138,2,2,https://192.168.78.11/dcim/runtime-es2015.js,1,0,0,16758
1614697551777,6,polyfills-es2015.js,200,OK,Csae 1 1-2,text,true,,751643,140,2,2,https://192.168.78.11/dcim/polyfills-es2015.js,1,0,0,16759
1614697551784,31,styles-es2015.js,200,OK,Csae 1 1-2,text,true,,3832932,137,2,2,https://192.168.78.11/dcim/styles-es2015.js,1,0,0,16766
1614697551816,72,vendor-es2015.js,200,OK,Csae 1 1-2,text,true,,8396977,137,2,2,https://192.168.78.11/dcim/vendor-es2015.js,1,0,0,16798
