timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,API Start Time,API End Time
1626730164980,0,dummy origin,200,OK,Csae 1 1-1,text,true,,114,0,1,2,null,0,0,0,0
1626730165059,250,load root,200,OK,Csae 1 1-1,text,true,,2321,360,1,2,https://192.168.78.176/dcim/,189,0,182,79,329
1626730165059,189,load root-0,301,Moved Permanently,Csae 1 1-1,text,true,,459,117,1,2,https://192.168.78.176/,189,0,182,79,268
1626730165249,27,load root-1,301,Moved Permanently,Csae 1 1-1,text,true,,460,121,1,2,https://192.168.78.176/dcim,27,0,0,269,296
1626730165277,32,load root-2,200,OK,Csae 1 1-1,text,true,,1402,122,1,2,https://192.168.78.176/dcim/,32,0,0,297,329
1626730165313,83,styles.08b8aa09052e959232e4.css,200,OK,Csae 1 1-1,text,true,,1325634,153,1,2,https://192.168.78.176/dcim/styles.08b8aa09052e959232e4.css,6,0,0,333,416
1626730165397,3,runtime-es2015.5558b2c0b4e72d6a3281.js,200,OK,Csae 1 1-1,text,true,,3583,160,1,2,https://192.168.78.176/dcim/runtime-es2015.5558b2c0b4e72d6a3281.js,3,0,0,417,420
1626730165401,14,polyfills-es2015.9d7d5ff3d15a12497388.js,200,OK,Csae 1 1-1,text,true,,123099,162,1,2,https://192.168.78.176/dcim/polyfills-es2015.9d7d5ff3d15a12497388.js,5,0,0,421,435
1626730165416,54,main-es2015.92e191cf2f3fbc711d04.js,200,OK,Csae 1 1-1,text,true,,1428052,157,1,2,https://192.168.78.176/dcim/main-es2015.92e191cf2f3fbc711d04.js,4,0,0,436,490
1626730165472,2,34-es2015.f7cab52e1cff2c3f79a4.js,200,OK,Csae 1 1-1,text,true,,10186,155,1,2,https://192.168.78.176/dcim/34-es2015.f7cab52e1cff2c3f79a4.js,2,0,0,492,494
1626730165311,156,dcim embedded,200,"Number of samples in transaction : 5, number of failing samples : 0",Csae 1 1-1,,true,,2890554,787,1,2,null,20,8,0,331,487
1626730165590,15,models,401,,Csae 1 1-1,text,false,,444,169,1,2,https://192.168.78.176/dcTrackApp/api/v1/models?gcsr=0.9935388101533593,14,0,0,610,625
1626730165615,439,users,200,OK,Csae 1 1-1,text,true,,95133,751,1,2,https://192.168.78.176/login/login,126,0,0,635,1074
1626730165615,126,users-0,302,Found,Csae 1 1-1,text,true,,1030,146,1,2,https://192.168.78.176/users?gcsr=0.5018729729867095,126,0,0,635,761
1626730165744,310,users-1,200,OK,Csae 1 1-1,text,true,,94103,605,1,2,https://192.168.78.176/login/login,304,0,0,764,1074
1626730166057,11,0-es2015.b19c91df4cddb83c0cec.js,200,OK,Csae 1 1-1,text,true,,27881,631,1,2,https://192.168.78.176/dcim/0-es2015.b19c91df4cddb83c0cec.js,10,0,0,1077,1088
1626730166069,25,common-es2015.8581e2d42b19bd189b9b.js,200,OK,Csae 1 1-1,text,true,,786,636,1,2,https://192.168.78.176/dcim/common-es2015.8581e2d42b19bd189b9b.js,25,0,0,1089,1114
1626730166096,26,22-es2015.f044118a1a33f1e2f08a.js,200,OK,Csae 1 1-1,text,true,,153023,632,1,2,https://192.168.78.176/dcim/22-es2015.f044118a1a33f1e2f08a.js,17,0,0,1116,1142
1626730165475,516,load data,,"Number of samples in transaction : 5, number of failing samples : 1",Csae 1 1-1,,false,,277267,2819,1,2,null,192,132,0,495,1011
