timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,API Start Time,API End Time
1626730203196,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,37016,37016
1626730204196,8106000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,38016,8144016
1626730204197,18136,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,38017,56153
1626730204197,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,38017,38017
1626730205197,8106000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,39017,8145017
1626730205197,18030,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,39017,57047
1626730205197,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,39017,39017
1626730206197,8181000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,40017,8221017
1626730206197,18288,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,40017,58305
1626730206197,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,40017,40017
1626730207197,8265000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,41017,8306017
1626730207197,15705,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,41017,56722
1626730207197,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,41017,41017
1626730208198,8636000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,42018,8678018
1626730208198,28814,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,42018,70832
1626730208198,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,42018,42018
1626730209198,8636000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,43018,8679018
1626730209198,13774,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,43018,56792
1626730209198,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,43018,43018
1626730210199,8636000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,44019,8680019
1626730210199,12630,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,44019,56649
1626730210199,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,44019,44019
1626730211199,8636000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,45019,8681019
1626730211199,12671,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,45019,57690
1626730211199,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,45019,45019
1626730212199,8636000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,46019,8682019
1626730212199,12619,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,46019,58638
1626730212199,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,46019,46019
1626730213200,8883000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,47020,8930020
1626730213200,25083,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,47020,72103
1626730213200,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,47020,47020
1626730214200,8883000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,48020,8931020
1626730214200,17027,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,48020,65047
1626730214200,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,48020,48020
1626730215201,8883000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,49021,8932021
