timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1626730501422,1,app-0,200,OK,Csae 1 1-15,text,true,,1338,930,15,15,https://192.168.78.176/app/,1,0,0
1626730501423,1,app-1,200,OK,Csae 1 1-15,text,true,,330,947,15,15,https://192.168.78.176/app/main.882ec9b9.css,1,0,0
1626730501424,7,app-2,200,OK,Csae 1 1-15,text,true,,154129,940,15,15,https://192.168.78.176/app/vendor.css,0,0,0
1626730501431,27,app-3,200,OK,Csae 1 1-15,text,true,,448121,938,15,15,https://192.168.78.176/app/dark.css,1,0,0
1626730501460,16,app-4,200,OK,Csae 1 1-15,text,true,,448146,939,15,15,https://192.168.78.176/app/light.css,2,0,0
1626730501478,217,app-5,200,OK,Csae 1 1-15,text,true,,4768669,946,15,15,https://192.168.78.176/app/main.882ec9b9.js,1,0,0
1626730501695,252,app-6,200,OK,Csae 1 1-15,text,true,,6548252,955,15,15,https://192.168.78.176/app/vendor.882ec9b9.bundle.js,7,0,6
1626730501947,1,app-7,200,OK,Csae 1 1-15,text,true,,458,953,15,15,https://192.168.78.176/app/dark.882ec9b9.bundle.js,1,0,0
1626730501930,19,ALL_LKU,200,,Csae 1 1-4,text,true,,49098,974,15,15,https://192.168.78.176/dcTrackApp/api/v2/dcimoperations/lookups/ALL_LKU,17,0,0
1626730501948,1,app-8,200,OK,Csae 1 1-15,text,true,,458,954,15,15,https://192.168.78.176/app/light.882ec9b9.bundle.js,1,0,0
1626730501948,1,fieldmgmt-en-US.json,200,OK,Csae 1 1-11,text,true,,7245,1158,15,15,https://192.168.78.176/app/scripts/static/i18n/fieldmgmt-en-US.json,1,0,0
1626730501949,1,requests-en-US.json,200,OK,Csae 1 1-11,text,true,,5884,1157,15,15,https://192.168.78.176/app/scripts/static/i18n/requests-en-US.json,1,0,0
1626730501950,1,parts-en-US.json,200,OK,Csae 1 1-11,text,true,,6885,1154,15,15,https://192.168.78.176/app/scripts/static/i18n/parts-en-US.json,1,0,0
1626730501951,1,projects-en-US.json,200,OK,Csae 1 1-11,text,true,,4949,1157,15,15,https://192.168.78.176/app/scripts/static/i18n/projects-en-US.json,1,0,0
1626730501939,13,format,200,"Number of samples in transaction : 8, number of failing samples : 0",Csae 1 1-11,,true,,140137,9257,15,15,null,9,0,0
1626730501952,1,sunbird-dctrack-light.png,200,OK,Csae 1 1-11,bin,true,,5448,1157,15,15,https://192.168.78.176/app/assets/images/sunbird-dctrack-light.png,1,0,0
1626730501953,1,roboto-v20-latin-regular.woff2,200,OK,Csae 1 1-11,text,true,,16087,1161,15,15,https://192.168.78.176/app/assets/fonts/roboto-v20-latin-regular.woff2,1,0,0
1626730501949,10,ALL_CUSTOM,200,,Csae 1 1-4,text,true,,5791,977,15,15,https://192.168.78.176/dcTrackApp/api/v2/dcimoperations/lookups/ALL_CUSTOM,10,0,0
1626730501430,531,app,200,OK,Csae 1 1-6,text,true,,12369901,8502,15,15,https://192.168.78.176/app/,1,0,0
